
2024-09-26 17:23:59,613: Key.enter
2024-09-26 17:24:00,569: h
2024-09-26 17:24:00,740: e
2024-09-26 17:24:01,084: l
2024-09-26 17:24:01,303: l
2024-09-26 17:24:01,475: o
2024-09-26 17:24:02,148: Key.enter
2024-09-26 17:24:07,843: Key.esc
2024-09-26 17:25:35,210: p
2024-09-26 17:25:35,916: y
2024-09-26 17:25:36,140: t
2024-09-26 17:25:36,341: h
2024-09-26 17:25:36,740: o
2024-09-26 17:25:37,064: n
2024-09-26 17:25:37,660: Key.enter
2024-09-26 17:25:40,905: r
2024-09-26 17:25:41,142: u
2024-09-26 17:25:41,479: n
2024-09-26 17:25:41,957: Key.enter
2024-09-26 17:25:44,431: s
2024-09-26 17:25:44,651: t
2024-09-26 17:25:44,801: a
2024-09-26 17:25:45,061: r
2024-09-26 17:25:45,265: t
2024-09-26 17:25:46,802: Key.enter
2024-09-26 17:25:54,471: Key.esc
2024-09-26 17:27:11,767: Key.caps_lock
2024-09-26 17:27:12,444: h
2024-09-26 17:27:12,686: Key.caps_lock
2024-09-26 17:27:13,126: e
2024-09-26 17:27:13,656: l
2024-09-26 17:27:13,850: l
2024-09-26 17:27:14,141: o
2024-09-26 17:27:14,785: Key.space
2024-09-26 17:27:15,050: Key.caps_lock
2024-09-26 17:27:15,428: w
2024-09-26 17:27:15,719: Key.caps_lock
2024-09-26 17:27:16,090: o
2024-09-26 17:27:16,369: r
2024-09-26 17:27:16,705: l
2024-09-26 17:27:17,204: d
2024-09-26 17:27:19,158: Key.shift_r
2024-09-26 17:27:19,450: !
2024-09-26 17:27:19,663: !
2024-09-26 17:27:20,153: !
2024-09-26 17:27:20,828: Key.enter
2024-09-26 17:27:21,572: Key.caps_lock
2024-09-26 17:27:22,027: t
2024-09-26 17:27:22,227: Key.caps_lock
2024-09-26 17:27:22,482: h
2024-09-26 17:27:22,743: i
2024-09-26 17:27:22,966: s
2024-09-26 17:27:23,242: Key.space
2024-09-26 17:27:24,001: i
2024-09-26 17:27:24,261: s
2024-09-26 17:27:24,511: Key.space
2024-09-26 17:27:24,691: Key.caps_lock
2024-09-26 17:27:25,046: a
2024-09-26 17:27:25,311: Key.caps_lock
2024-09-26 17:27:25,590: n
2024-09-26 17:27:25,897: u
2024-09-26 17:27:26,141: j
2024-09-26 17:27:26,285: a
2024-09-26 17:27:26,485: Key.space
2024-09-26 17:27:26,735: Key.caps_lock
2024-09-26 17:27:26,980: t
2024-09-26 17:27:27,580: Key.caps_lock
2024-09-26 17:27:27,919: e
2024-09-26 17:27:28,505: h
2024-09-26 17:27:28,839: r
2024-09-26 17:27:29,029: a
2024-09-26 17:29:03,455: Key.backspace
2024-09-26 17:29:03,990: p
2024-09-26 17:29:04,514: r
2024-09-26 17:29:04,739: o
2024-09-26 17:29:05,024: j
2024-09-26 17:29:05,194: e
2024-09-26 17:29:05,469: c
2024-09-26 17:29:05,782: t
2024-09-26 17:29:06,035: Key.space
2024-09-26 17:29:06,745: 5
2024-09-26 17:29:07,899: Key.enter
2024-09-26 17:29:34,173: Key.ctrl_l
2024-09-26 17:29:34,673: Key.ctrl_l
2024-09-26 17:29:34,703: Key.ctrl_l
2024-09-26 17:29:34,732: Key.ctrl_l
2024-09-26 17:29:34,763: Key.ctrl_l
2024-09-26 17:29:34,792: Key.ctrl_l
2024-09-26 17:29:34,823: Key.ctrl_l
2024-09-26 17:29:34,852: Key.ctrl_l
2024-09-26 17:29:34,883: Key.ctrl_l
2024-09-26 17:29:34,914: Key.ctrl_l
2024-09-26 17:29:34,942: Key.ctrl_l
2024-09-26 17:29:34,972: Key.ctrl_l
2024-09-26 17:29:35,002: Key.ctrl_l
2024-09-26 17:29:35,033: Key.ctrl_l
2024-09-26 17:29:35,063: Key.ctrl_l
2024-09-26 17:29:35,093: Key.ctrl_l
2024-09-26 17:29:35,123: Key.ctrl_l
2024-09-26 17:29:35,152: Key.ctrl_l
2024-09-26 17:29:35,182: Key.ctrl_l
2024-09-26 17:29:35,214: Key.ctrl_l
2024-09-26 17:29:35,242: Key.ctrl_l
2024-09-26 17:29:35,273: Key.ctrl_l
2024-09-26 17:29:35,303: Key.ctrl_l
2024-09-26 17:29:35,332: Key.ctrl_l
2024-09-26 17:29:35,365: Key.ctrl_l
2024-09-26 17:29:35,393: Key.ctrl_l
2024-09-26 17:29:35,423: Key.ctrl_l
2024-09-26 17:29:35,453: Key.ctrl_l
2024-09-26 17:29:35,482: Key.ctrl_l
2024-09-26 17:29:35,512: Key.ctrl_l
2024-09-26 17:29:35,544: Key.ctrl_l
2024-09-26 17:29:35,572: Key.ctrl_l
2024-09-26 17:29:35,598: 
2024-09-26 17:29:36,364: 
2024-09-26 17:29:39,672: Key.ctrl_l
2024-09-26 17:29:40,172: Key.ctrl_l
2024-09-26 17:29:40,188: 
2024-09-26 17:29:48,324: Key.ctrl_l
2024-09-26 17:29:48,685: 
2024-09-26 17:29:56,312: Key.ctrl_l
2024-09-26 17:29:56,688: 
2024-09-26 17:30:00,237: Key.ctrl_l
2024-09-26 17:30:00,656: 
